日付	国内合計	北海道	青森県	岩手県	宮城県	秋田県	山形県	福島県	茨城県	栃木県	群馬県	埼玉県	千葉県	東京都	神奈川県	新潟県	富山県	石川県	福井県	山梨県	長野県	岐阜県	静岡県	愛知県	三重県	滋賀県	京都府	大阪府	兵庫県	奈良県	和歌山県	鳥取県	島根県	岡山県	広島県	山口県	徳島県	香川県	愛媛県	高知県	福岡県	佐賀県	長崎県	熊本県	大分県	宮崎県	鹿児島県	沖縄県
2021/10/13	3.79417755831557	3.1047619047619	7.30337078651685	0.244498777506112	0.780572419774501	0.31055900621118	0.742115027829314	2.11267605633803	2.93706293706294	3.72285418821096	3.39855818743563	3.33333333333333	3.25930659849816	3.77128079879319	4.45749075886062	1.97930724246514	2.8735632183908	2.28471001757469	3.25520833333333	0.986436498150432	2.24499755978526	6.59285354806241	1.15257958287596	3.8135593220339	3.53733857383492	1.62659123055163	5.14905149051491	9.3200136224316	5.72630808635199	5.03759398496241	1.72972972972973	4.31654676258993	0.148367952522255	2.53968253968254	3.6376604850214	3.82916053019146	0.824175824175824	0.418410041841004	4.77968633308439	1.57593123209169	2.97805642633229	4.29447852760736	2.5621703089676	1.54462242562929	4.58149779735683	0.559179869524697	1.37328339575531	9.63523743977977
2021/10/14	3.58176068227032	3.5047619047619	7.78491171749599	0.244498777506112	0.780572419774501	0.20703933747412	1.2987012987013	1.78764897074756	2.44755244755245	3.41261633919338	2.98661174047374	3.15646258503401	3.06758268093945	3.11759212700237	4.15307675581648	1.75438596491228	4.78927203065134	2.10896309314587	3.38541666666667	0.863131935881628	2.19619326500732	5.98892803220936	1.04281009879254	3.42955508474576	2.80741156653565	1.27298444130127	4.49090205187766	8.79782041094335	5.3055250640322	5.56390977443609	1.51351351351351	5.03597122302158	3.11572700296736	2.16931216931217	4.06562054208274	3.90279823269514	0.686813186813187	0.313807531380753	4.6303211351755	1.57593123209169	2.86050156739812	3.31288343558282	2.63752825923135	1.02974828375286	3.61233480176211	0.372786579683131	1.43570536828964	10.8740536820372
2021/10/15	3.35428440083382	3.63809523809524	9.30979133226324	0.32599837000815	0.563746747614918	0.20703933747412	1.66975881261596	1.89599133261105	2.48251748251748	2.89555325749741	2.88362512873326	3.1156462585034	2.79597379773127	2.80152287910351	3.62035225048924	1.52946468735942	5.17241379310345	1.75746924428822	3.64583333333333	0.986436498150432	1.85456320156174	5.63663814796175	1.04281009879254	3.20444915254237	2.47052217855138	1.83875530410184	3.98761130468448	7.60585764558974	4.77497255762898	4.88721804511278	1.51351351351351	5.2158273381295	3.41246290801187	2.16931216931217	4.56490727532097	3.38733431516937	0.686813186813187	0.313807531380753	4.48095593726662	1.71919770773639	2.97805642633229	2.69938650306748	1.95930670685757	1.48741418764302	2.29074889867841	0.65237651444548	1.62297128589263	10.5987611837577
2021/10/16	3.15375652904484	3.56190476190476	9.71107544141252	0.32599837000815	0.433651344319167	0.20703933747412	1.66975881261596	2.05850487540628	1.81818181818182	2.58531540847983	2.72914521112255	2.89795918367347	2.42850295574373	2.7225055671288	3.03326810176125	1.39451192082771	4.69348659003831	1.66959578207381	3.125	0.986436498150432	1.85456320156174	5.18369401107197	0.960482985729967	3.05879237288136	2.18978102189781	1.48514851485149	3.63917924893535	7.15177659212169	4.39077936333699	4.73684210526316	0.972972972972973	4.13669064748201	4.89614243323442	2.11640211640212	4.7432239657632	3.01914580265096	0.824175824175824	0.313807531380753	3.95817774458551	2.14899713467049	2.78213166144201	1.71779141104294	2.11002260738508	2.05949656750572	1.76211453744493	0.65237651444548	1.5605493133583	11.5622849277357
2021/10/17	2.99523647229466	3.63809523809524	7.9454253611557	0.244498777506112	0.520381613183001	0.10351966873706	1.76252319109462	0.75839653304442	1.71328671328671	2.37849017580145	2.62615859938208	2.70748299319728	1.99712414123662	2.62193807916098	2.80495759947815	1.12460638776428	4.98084291187739	1.66959578207381	2.60416666666667	1.23304562268804	1.70815031722792	4.22747861097131	0.933040614709111	2.97934322033898	2.02133632790567	1.6973125884017	2.9810298102981	6.92473606538767	4.24442005122576	4.66165413533835	0.972972972972973	4.13669064748201	6.97329376854599	2.32804232804233	4.85021398002853	3.09278350515464	0.824175824175824	0.418410041841004	3.73412994772218	2.57879656160458	2.39028213166144	1.22699386503067	2.5621703089676	2.51716247139588	1.58590308370044	0.559179869524697	1.62297128589263	11.2181693048864
2021/10/18	2.91042824193331	3.44761904761905	7.78491171749599	0.244498777506112	0.520381613183001	0.10351966873706	1.94805194805195	0.704225352112676	1.60839160839161	2.22337125129266	2.26570545829042	2.61224489795918	1.86930819619748	2.51418719919546	2.56577516851489	0.989653621232569	4.88505747126437	1.66959578207381	2.08333333333333	1.23304562268804	1.70815031722792	4.37845998993457	0.905598243688255	2.9396186440678	1.74059517125211	1.83875530410184	2.710027100271	6.61823135429674	4.29930479326747	4.73684210526316	0.864864864864865	4.31654676258993	6.97329376854599	2.16931216931217	4.85021398002853	3.31369661266569	0.824175824175824	0.313807531380753	3.28603435399552	3.43839541547278	2.37068965517241	1.71779141104294	2.48681235870384	2.63157894736842	1.49779735682819	0.465983224603914	1.62297128589263	11.906400550585
2021/10/19	2.71386337156309	3.18095238095238	6.09951845906902	8.14995925020375E-02	0.390286209887251	0.10351966873706	2.69016697588126	0.75839653304442	1.53846153846154	1.86142709410548	2.3686920700309	2.36734693877551	1.8054002236779	2.42798649522304	2.22874537943031	0.989653621232569	4.11877394636015	1.66959578207381	2.08333333333333	0.986436498150432	1.51293313811615	3.37191746351283	0.960482985729967	2.59533898305085	1.57215047725997	1.90947666195191	2.55516840882695	6.2209104325122	3.93340651298939	4.43609022556391	0.756756756756757	1.2589928057554	7.12166172106825	2.22222222222222	4.67189728958631	2.72459499263623	0.686813186813187	0.418410041841004	2.83793876026886	3.15186246418338	2.50783699059561	1.71779141104294	2.78824415975885	2.57437070938215	2.37885462555066	0.465983224603914	1.43570536828964	11.7687543014453
2021/10/20	2.46657208303281	2.85714285714286	4.25361155698234	8.14995925020375E-02	0.390286209887251	0.20703933747412	2.22634508348794	0.541711809317443	1.5034965034965	1.91313340227508	1.80226570545829	1.98639455782313	1.61367630611919	2.23403491128511	1.92433137638617	1.07962213225371	3.83141762452107	1.40597539543058	1.69270833333333	1.10974106041924	1.17130307467057	3.42224458983392	1.01536772777168	2.33050847457627	1.51600224592925	2.19236209335219	2.09059233449477	5.74412532637076	3.36626417855836	3.98496240601504	0.864864864864865	1.43884892086331	8.30860534124629	2.11640211640212	4.20827389443652	2.28276877761414	0.549450549450549	0.209205020920502	2.53920836445108	3.43839541547278	2.11598746081505	1.59509202453988	3.08967596081387	2.51716247139588	2.29074889867841	0.559179869524697	1.7478152309613	11.0116999311769
2021/10/21	2.20184358826	2.4	3.21027287319422	8.14995925020375E-02	0.216825672159584	0.31055900621118	1.66975881261596	0.541711809317443	1.5034965034965	1.44777662874871	1.90525231719876	1.68707482993197	1.42195238856047	2.09036707133108	1.72863666014351	0.989653621232569	1.53256704980843	1.93321616871705	1.171875	1.10974106041924	1.12249877989263	3.1202818319074	1.01536772777168	2.19809322033898	1.62829870859068	2.47524752475248	1.93573364305072	5.00624361448519	3.12843029637761	2.85714285714286	0.432432432432432	0.899280575539568	5.34124629080119	2.16931216931217	3.56633380884451	2.06185567010309	0.549450549450549	0.313807531380753	2.24047796863331	3.43839541547278	1.86128526645768	2.20858895705521	3.01431801055011	2.51716247139588	2.20264317180617	0.559179869524697	1.49812734082397	10.1169993117688
2021/10/22	2.0615533380361	2.19047619047619	1.84590690208668	0	0.216825672159584	0.31055900621118	1.48423005565863	0.487540628385699	1.29370629370629	1.29265770423992	2.42018537590113	1.51020408163265	1.24620546413165	1.88204870339774	1.60904544466188	0.764732343679712	0.766283524904214	1.93321616871705	0.78125	0.739827373612824	1.17130307467057	3.01962757926522	0.850713501646542	2.21133474576271	1.34755755193711	2.19236209335219	1.85830429732869	4.85866727210807	3.23819978046103	2.33082706766917	0.432432432432432	0.899280575539568	5.04451038575668	1.7989417989418	3.03138373751783	2.28276877761414	0.412087912087912	0.418410041841004	2.16579536967886	3.72492836676218	1.64576802507837	3.19018404907975	2.93896006028636	2.11670480549199	3.78854625550661	0.279589934762349	1.18601747815231	9.35994494150034
